"id","aluno","materia","professor","data","dificuldade","nota","status"
1457,"Aluno 292","Matéria 1","Professor 9","2025-03-13","Fácil","27.50","Reprovado"
1458,"Aluno 292","Matéria 3","Professor 4","2025-03-13","Médio","29.93","Reprovado"
1459,"Aluno 292","Matéria 1","Professor 3","2025-03-13","Fácil","65.49","Reprovado"
1460,"Aluno 292","Matéria 6","Professor 1","2025-03-13","Fácil","87.85","Aprovado"
1461,"Aluno 293","Matéria 8","Professor 6","2025-03-13","Fácil","72.29","Aprovado"
1462,"Aluno 293","Matéria 7","Professor 7","2025-03-13","Médio","79.28","Aprovado"
1463,"Aluno 293","Matéria 1","Professor 8","2025-03-13","Médio","6.35","Reprovado"
1464,"Aluno 293","Matéria 3","Professor 3","2025-03-13","Difícil","51.51","Reprovado"
1465,"Aluno 293","Matéria 5","Professor 7","2025-03-13","Difícil","45.27","Reprovado"
1466,"Aluno 294","Matéria 4","Professor 4","2025-03-13","Difícil","39.51","Reprovado"
1467,"Aluno 294","Matéria 1","Professor 1","2025-03-13","Difícil","52.38","Reprovado"
1468,"Aluno 294","Matéria 7","Professor 6","2025-03-13","Médio","99.09","Aprovado"
1469,"Aluno 294","Matéria 10","Professor 4","2025-03-13","Fácil","64.19","Reprovado"
1470,"Aluno 294","Matéria 1","Professor 4","2025-03-13","Difícil","44.23","Reprovado"
1471,"Aluno 295","Matéria 8","Professor 1","2025-03-13","Médio","52.86","Reprovado"
1472,"Aluno 295","Matéria 4","Professor 10","2025-03-13","Fácil","22.03","Reprovado"
1473,"Aluno 295","Matéria 6","Professor 9","2025-03-13","Médio","70.66","Aprovado"
1474,"Aluno 295","Matéria 8","Professor 10","2025-03-13","Difícil","99.58","Aprovado"
1475,"Aluno 295","Matéria 8","Professor 1","2025-03-13","Fácil","12.75","Reprovado"
1476,"Aluno 296","Matéria 3","Professor 8","2025-03-13","Médio","73.54","Aprovado"
1477,"Aluno 296","Matéria 8","Professor 5","2025-03-13","Médio","6.09","Reprovado"
1478,"Aluno 296","Matéria 4","Professor 9","2025-03-13","Fácil","11.40","Reprovado"
1479,"Aluno 296","Matéria 3","Professor 1","2025-03-13","Difícil","36.72","Reprovado"
1480,"Aluno 296","Matéria 7","Professor 1","2025-03-13","Médio","89.06","Aprovado"
1481,"Aluno 297","Matéria 7","Professor 5","2025-03-13","Fácil","24.65","Reprovado"
1482,"Aluno 297","Matéria 3","Professor 3","2025-03-13","Médio","13.54","Reprovado"
1483,"Aluno 297","Matéria 2","Professor 10","2025-03-13","Médio","1.03","Reprovado"
1484,"Aluno 297","Matéria 1","Professor 7","2025-03-13","Fácil","87.84","Aprovado"
1485,"Aluno 297","Matéria 3","Professor 2","2025-03-13","Difícil","82.96","Aprovado"
1486,"Aluno 298","Matéria 6","Professor 10","2025-03-13","Fácil","87.02","Aprovado"
1487,"Aluno 298","Matéria 10","Professor 6","2025-03-13","Difícil","72.60","Aprovado"
1488,"Aluno 298","Matéria 9","Professor 7","2025-03-13","Fácil","33.00","Reprovado"
1489,"Aluno 298","Matéria 6","Professor 4","2025-03-13","Fácil","18.42","Reprovado"
1490,"Aluno 298","Matéria 5","Professor 5","2025-03-13","Difícil","68.30","Reprovado"
1491,"Aluno 299","Matéria 5","Professor 8","2025-03-13","Fácil","32.64","Reprovado"
1492,"Aluno 299","Matéria 5","Professor 1","2025-03-13","Médio","39.43","Reprovado"
1493,"Aluno 299","Matéria 10","Professor 1","2025-03-13","Médio","31.76","Reprovado"
1494,"Aluno 299","Matéria 7","Professor 2","2025-03-13","Fácil","30.95","Reprovado"
1495,"Aluno 299","Matéria 8","Professor 1","2025-03-13","Difícil","39.00","Reprovado"
1496,"Aluno 300","Matéria 7","Professor 5","2025-03-13","Difícil","37.27","Reprovado"
1497,"Aluno 300","Matéria 4","Professor 8","2025-03-13","Médio","29.02","Reprovado"
1498,"Aluno 300","Matéria 4","Professor 5","2025-03-13","Fácil","49.81","Reprovado"
1499,"Aluno 300","Matéria 6","Professor 8","2025-03-13","Difícil","30.17","Reprovado"
1500,"Aluno 300","Matéria 5","Professor 3","2025-03-13","Fácil","13.74","Reprovado"
1501,"Aluno 301","Matéria 2","Professor 8","2025-03-13","Médio","30.49","Reprovado"
1502,"Aluno 301","Matéria 3","Professor 8","2025-03-13","Médio","76.74","Aprovado"
1503,"Aluno 301","Matéria 10","Professor 8","2025-03-13","Difícil","34.48","Reprovado"
1504,"Aluno 301","Matéria 1","Professor 1","2025-03-13","Fácil","83.40","Aprovado"
1505,"Aluno 301","Matéria 9","Professor 2","2025-03-13","Fácil","51.71","Reprovado"
1506,"Aluno 302","Matéria 8","Professor 3","2025-03-13","Médio","51.05","Reprovado"
1507,"Aluno 302","Matéria 5","Professor 6","2025-03-13","Médio","67.73","Reprovado"
1508,"Aluno 302","Matéria 1","Professor 3","2025-03-13","Médio","45.53","Reprovado"
1509,"Aluno 302","Matéria 4","Professor 10","2025-03-13","Médio","50.30","Reprovado"
1510,"Aluno 302","Matéria 4","Professor 7","2025-03-13","Médio","37.41","Reprovado"
1511,"Aluno 303","Matéria 9","Professor 8","2025-03-13","Médio","26.54","Reprovado"
1512,"Aluno 303","Matéria 10","Professor 6","2025-03-13","Difícil","10.87","Reprovado"
1513,"Aluno 303","Matéria 5","Professor 6","2025-03-13","Médio","17.27","Reprovado"
1514,"Aluno 303","Matéria 9","Professor 10","2025-03-13","Difícil","50.86","Reprovado"
1515,"Aluno 303","Matéria 7","Professor 4","2025-03-13","Médio","65.81","Reprovado"
1516,"Aluno 304","Matéria 4","Professor 8","2025-03-13","Difícil","31.87","Reprovado"
1517,"Aluno 304","Matéria 8","Professor 7","2025-03-13","Médio","93.10","Aprovado"
1518,"Aluno 304","Matéria 7","Professor 3","2025-03-13","Médio","76.56","Aprovado"
1519,"Aluno 304","Matéria 4","Professor 10","2025-03-13","Médio","80.43","Aprovado"
1520,"Aluno 304","Matéria 9","Professor 9","2025-03-13","Fácil","7.20","Reprovado"
1521,"Aluno 305","Matéria 4","Professor 1","2025-03-13","Difícil","11.63","Reprovado"
1522,"Aluno 305","Matéria 2","Professor 10","2025-03-13","Difícil","11.78","Reprovado"
1523,"Aluno 305","Matéria 9","Professor 10","2025-03-13","Difícil","61.99","Reprovado"
1524,"Aluno 305","Matéria 3","Professor 10","2025-03-13","Difícil","11.72","Reprovado"
1525,"Aluno 305","Matéria 9","Professor 7","2025-03-13","Médio","10.10","Reprovado"
1526,"Aluno 306","Matéria 3","Professor 5","2025-03-13","Difícil","18.83","Reprovado"
1527,"Aluno 306","Matéria 5","Professor 2","2025-03-13","Difícil","14.92","Reprovado"
1528,"Aluno 306","Matéria 8","Professor 8","2025-03-13","Médio","64.74","Reprovado"
1529,"Aluno 306","Matéria 6","Professor 4","2025-03-13","Difícil","0.73","Reprovado"
1530,"Aluno 306","Matéria 2","Professor 7","2025-03-13","Fácil","66.74","Reprovado"
1531,"Aluno 307","Matéria 2","Professor 9","2025-03-13","Médio","96.71","Aprovado"
1532,"Aluno 307","Matéria 10","Professor 10","2025-03-13","Médio","62.34","Reprovado"
1533,"Aluno 307","Matéria 5","Professor 6","2025-03-13","Difícil","74.89","Aprovado"
1534,"Aluno 307","Matéria 7","Professor 6","2025-03-13","Médio","42.23","Reprovado"
1535,"Aluno 307","Matéria 2","Professor 3","2025-03-13","Fácil","3.07","Reprovado"
1536,"Aluno 308","Matéria 5","Professor 4","2025-03-13","Difícil","69.23","Reprovado"
1537,"Aluno 308","Matéria 7","Professor 8","2025-03-13","Médio","21.13","Reprovado"
1538,"Aluno 308","Matéria 4","Professor 6","2025-03-13","Fácil","99.73","Aprovado"
1539,"Aluno 308","Matéria 3","Professor 5","2025-03-13","Fácil","4.21","Reprovado"
1540,"Aluno 308","Matéria 8","Professor 8","2025-03-13","Médio","60.44","Reprovado"
1541,"Aluno 309","Matéria 10","Professor 6","2025-03-13","Médio","61.91","Reprovado"
1542,"Aluno 309","Matéria 6","Professor 2","2025-03-13","Difícil","86.05","Aprovado"
1543,"Aluno 309","Matéria 6","Professor 4","2025-03-13","Médio","65.80","Reprovado"
1544,"Aluno 309","Matéria 10","Professor 5","2025-03-13","Difícil","68.28","Reprovado"
1545,"Aluno 309","Matéria 4","Professor 4","2025-03-13","Médio","34.80","Reprovado"
1546,"Aluno 310","Matéria 5","Professor 8","2025-03-13","Médio","80.72","Aprovado"
1547,"Aluno 310","Matéria 2","Professor 6","2025-03-13","Médio","29.77","Reprovado"
1548,"Aluno 310","Matéria 7","Professor 6","2025-03-13","Médio","11.29","Reprovado"
1549,"Aluno 310","Matéria 5","Professor 1","2025-03-13","Fácil","92.58","Aprovado"
1550,"Aluno 310","Matéria 6","Professor 8","2025-03-13","Médio","85.69","Aprovado"
1551,"Aluno 311","Matéria 3","Professor 8","2025-03-13","Difícil","56.22","Reprovado"
1552,"Aluno 311","Matéria 9","Professor 8","2025-03-13","Difícil","16.42","Reprovado"
1553,"Aluno 311","Matéria 8","Professor 2","2025-03-13","Difícil","96.77","Aprovado"
1554,"Aluno 311","Matéria 5","Professor 5","2025-03-13","Fácil","5.27","Reprovado"
1555,"Aluno 311","Matéria 9","Professor 10","2025-03-13","Difícil","70.34","Aprovado"
1556,"Aluno 312","Matéria 7","Professor 2","2025-03-13","Médio","13.07","Reprovado"
1557,"Aluno 312","Matéria 8","Professor 9","2025-03-13","Médio","94.52","Aprovado"
1558,"Aluno 312","Matéria 6","Professor 7","2025-03-13","Médio","66.36","Reprovado"
1559,"Aluno 312","Matéria 6","Professor 5","2025-03-13","Difícil","91.76","Aprovado"
1560,"Aluno 312","Matéria 5","Professor 7","2025-03-13","Fácil","40.80","Reprovado"
1561,"Aluno 313","Matéria 4","Professor 1","2025-03-13","Difícil","25.26","Reprovado"
1562,"Aluno 313","Matéria 7","Professor 4","2025-03-13","Médio","9.65","Reprovado"
1563,"Aluno 313","Matéria 3","Professor 3","2025-03-13","Fácil","12.21","Reprovado"
1564,"Aluno 313","Matéria 4","Professor 4","2025-03-13","Médio","82.58","Aprovado"
1565,"Aluno 313","Matéria 3","Professor 2","2025-03-13","Difícil","89.54","Aprovado"
1566,"Aluno 314","Matéria 4","Professor 1","2025-03-13","Difícil","44.23","Reprovado"
1567,"Aluno 314","Matéria 5","Professor 7","2025-03-13","Fácil","24.82","Reprovado"
1568,"Aluno 314","Matéria 8","Professor 9","2025-03-13","Fácil","67.37","Reprovado"
1569,"Aluno 314","Matéria 10","Professor 2","2025-03-13","Médio","61.59","Reprovado"
1570,"Aluno 314","Matéria 5","Professor 1","2025-03-13","Médio","91.62","Aprovado"
1571,"Aluno 315","Matéria 5","Professor 4","2025-03-13","Difícil","19.44","Reprovado"
1572,"Aluno 315","Matéria 10","Professor 1","2025-03-13","Fácil","71.24","Aprovado"
1573,"Aluno 315","Matéria 10","Professor 7","2025-03-13","Médio","70.38","Aprovado"
1574,"Aluno 315","Matéria 8","Professor 9","2025-03-13","Médio","90.29","Aprovado"
1575,"Aluno 315","Matéria 5","Professor 3","2025-03-13","Difícil","70.67","Aprovado"
1576,"Aluno 316","Matéria 8","Professor 7","2025-03-13","Difícil","93.73","Aprovado"
1577,"Aluno 316","Matéria 9","Professor 2","2025-03-13","Fácil","3.92","Reprovado"
1578,"Aluno 316","Matéria 1","Professor 1","2025-03-13","Difícil","78.98","Aprovado"
1579,"Aluno 316","Matéria 10","Professor 2","2025-03-13","Fácil","47.25","Reprovado"
1580,"Aluno 316","Matéria 6","Professor 10","2025-03-13","Difícil","44.47","Reprovado"
1581,"Aluno 317","Matéria 10","Professor 8","2025-03-13","Difícil","45.37","Reprovado"
1582,"Aluno 317","Matéria 9","Professor 3","2025-03-13","Fácil","85.40","Aprovado"
1583,"Aluno 317","Matéria 6","Professor 6","2025-03-13","Fácil","19.38","Reprovado"
1584,"Aluno 317","Matéria 4","Professor 8","2025-03-13","Fácil","25.95","Reprovado"
1585,"Aluno 317","Matéria 2","Professor 7","2025-03-13","Difícil","19.86","Reprovado"
1586,"Aluno 318","Matéria 5","Professor 3","2025-03-13","Fácil","3.78","Reprovado"
1587,"Aluno 318","Matéria 6","Professor 10","2025-03-13","Fácil","55.06","Reprovado"
1588,"Aluno 318","Matéria 4","Professor 1","2025-03-13","Fácil","55.45","Reprovado"
1589,"Aluno 318","Matéria 6","Professor 7","2025-03-13","Difícil","90.64","Aprovado"
1590,"Aluno 318","Matéria 6","Professor 2","2025-03-13","Fácil","84.88","Aprovado"
1591,"Aluno 319","Matéria 10","Professor 10","2025-03-13","Difícil","83.22","Aprovado"
1592,"Aluno 319","Matéria 9","Professor 8","2025-03-13","Fácil","97.67","Aprovado"
1593,"Aluno 319","Matéria 7","Professor 5","2025-03-13","Difícil","45.71","Reprovado"
1594,"Aluno 319","Matéria 1","Professor 7","2025-03-13","Médio","27.67","Reprovado"
1595,"Aluno 319","Matéria 9","Professor 5","2025-03-13","Médio","74.28","Aprovado"
1596,"Aluno 320","Matéria 5","Professor 1","2025-03-13","Difícil","77.33","Aprovado"
1597,"Aluno 320","Matéria 3","Professor 5","2025-03-13","Difícil","51.84","Reprovado"
1598,"Aluno 320","Matéria 7","Professor 10","2025-03-13","Fácil","46.70","Reprovado"
1599,"Aluno 320","Matéria 5","Professor 6","2025-03-13","Médio","85.90","Aprovado"
1600,"Aluno 320","Matéria 3","Professor 10","2025-03-13","Difícil","4.27","Reprovado"
1601,"Aluno 321","Matéria 9","Professor 8","2025-03-13","Fácil","78.95","Aprovado"
1602,"Aluno 321","Matéria 2","Professor 3","2025-03-13","Médio","73.93","Aprovado"
1603,"Aluno 321","Matéria 2","Professor 2","2025-03-13","Difícil","62.14","Reprovado"
1604,"Aluno 321","Matéria 2","Professor 10","2025-03-13","Médio","31.53","Reprovado"
1605,"Aluno 321","Matéria 7","Professor 1","2025-03-13","Fácil","39.32","Reprovado"
1606,"Aluno 322","Matéria 2","Professor 8","2025-03-13","Médio","37.25","Reprovado"
1607,"Aluno 322","Matéria 7","Professor 9","2025-03-13","Fácil","45.36","Reprovado"
1608,"Aluno 322","Matéria 4","Professor 9","2025-03-13","Médio","79.58","Aprovado"
1609,"Aluno 322","Matéria 7","Professor 8","2025-03-13","Difícil","14.80","Reprovado"
1610,"Aluno 322","Matéria 3","Professor 5","2025-03-13","Fácil","90.55","Aprovado"
1611,"Aluno 323","Matéria 4","Professor 9","2025-03-13","Fácil","99.24","Aprovado"
1612,"Aluno 323","Matéria 7","Professor 4","2025-03-13","Médio","6.98","Reprovado"
1613,"Aluno 323","Matéria 4","Professor 7","2025-03-13","Difícil","7.62","Reprovado"
1614,"Aluno 323","Matéria 1","Professor 2","2025-03-13","Difícil","80.11","Aprovado"
1615,"Aluno 323","Matéria 6","Professor 3","2025-03-13","Médio","31.06","Reprovado"
1616,"Aluno 324","Matéria 9","Professor 8","2025-03-13","Difícil","77.98","Aprovado"
1617,"Aluno 324","Matéria 4","Professor 8","2025-03-13","Médio","99.94","Aprovado"
1618,"Aluno 324","Matéria 8","Professor 6","2025-03-13","Médio","89.38","Aprovado"
1619,"Aluno 324","Matéria 8","Professor 4","2025-03-13","Fácil","93.54","Aprovado"
1620,"Aluno 324","Matéria 7","Professor 3","2025-03-13","Fácil","62.47","Reprovado"
1621,"Aluno 325","Matéria 4","Professor 5","2025-03-13","Médio","43.82","Reprovado"
1622,"Aluno 325","Matéria 8","Professor 1","2025-03-13","Fácil","64.97","Reprovado"
1623,"Aluno 325","Matéria 5","Professor 7","2025-03-13","Fácil","86.03","Aprovado"
1624,"Aluno 325","Matéria 9","Professor 1","2025-03-13","Médio","93.43","Aprovado"
1625,"Aluno 325","Matéria 2","Professor 10","2025-03-13","Fácil","37.23","Reprovado"
1626,"Aluno 326","Matéria 1","Professor 1","2025-03-13","Médio","11.63","Reprovado"
1627,"Aluno 326","Matéria 7","Professor 2","2025-03-13","Médio","97.58","Aprovado"
1628,"Aluno 326","Matéria 1","Professor 6","2025-03-13","Médio","69.24","Reprovado"
1629,"Aluno 326","Matéria 1","Professor 1","2025-03-13","Difícil","85.22","Aprovado"
1630,"Aluno 326","Matéria 7","Professor 2","2025-03-13","Médio","85.15","Aprovado"
1631,"Aluno 327","Matéria 10","Professor 3","2025-03-13","Difícil","41.77","Reprovado"
1632,"Aluno 327","Matéria 3","Professor 9","2025-03-13","Médio","19.75","Reprovado"
1633,"Aluno 327","Matéria 5","Professor 2","2025-03-13","Fácil","36.23","Reprovado"
1634,"Aluno 327","Matéria 10","Professor 9","2025-03-13","Fácil","56.37","Reprovado"
1635,"Aluno 327","Matéria 9","Professor 7","2025-03-13","Fácil","31.96","Reprovado"
1636,"Aluno 328","Matéria 4","Professor 2","2025-03-13","Médio","46.03","Reprovado"
1637,"Aluno 328","Matéria 8","Professor 9","2025-03-13","Difícil","96.33","Aprovado"
1638,"Aluno 328","Matéria 2","Professor 3","2025-03-13","Difícil","20.89","Reprovado"
1639,"Aluno 328","Matéria 9","Professor 6","2025-03-13","Médio","31.48","Reprovado"
1640,"Aluno 328","Matéria 3","Professor 1","2025-03-13","Fácil","71.62","Aprovado"
1641,"Aluno 329","Matéria 5","Professor 2","2025-03-13","Fácil","35.24","Reprovado"
1642,"Aluno 329","Matéria 3","Professor 2","2025-03-13","Médio","87.39","Aprovado"
1643,"Aluno 329","Matéria 2","Professor 8","2025-03-13","Difícil","76.07","Aprovado"
1644,"Aluno 329","Matéria 1","Professor 6","2025-03-13","Difícil","33.80","Reprovado"
1645,"Aluno 329","Matéria 8","Professor 9","2025-03-13","Difícil","65.10","Reprovado"
1646,"Aluno 330","Matéria 5","Professor 6","2025-03-13","Difícil","80.87","Aprovado"
1647,"Aluno 330","Matéria 3","Professor 6","2025-03-13","Médio","22.79","Reprovado"
1648,"Aluno 330","Matéria 10","Professor 2","2025-03-13","Médio","38.39","Reprovado"
1649,"Aluno 330","Matéria 8","Professor 6","2025-03-13","Fácil","95.90","Aprovado"
1650,"Aluno 330","Matéria 6","Professor 5","2025-03-13","Fácil","33.52","Reprovado"
1651,"Aluno 331","Matéria 6","Professor 9","2025-03-13","Fácil","70.56","Aprovado"
1652,"Aluno 331","Matéria 3","Professor 8","2025-03-13","Médio","93.31","Aprovado"
1653,"Aluno 331","Matéria 4","Professor 3","2025-03-13","Difícil","39.70","Reprovado"
1654,"Aluno 331","Matéria 3","Professor 6","2025-03-13","Difícil","61.08","Reprovado"
1655,"Aluno 331","Matéria 7","Professor 4","2025-03-13","Difícil","23.43","Reprovado"
1656,"Aluno 332","Matéria 5","Professor 9","2025-03-13","Médio","15.42","Reprovado"
1657,"Aluno 332","Matéria 8","Professor 8","2025-03-13","Difícil","52.04","Reprovado"
1658,"Aluno 332","Matéria 9","Professor 7","2025-03-13","Fácil","84.06","Aprovado"
1659,"Aluno 332","Matéria 3","Professor 9","2025-03-13","Médio","81.58","Aprovado"
1660,"Aluno 332","Matéria 2","Professor 6","2025-03-13","Médio","58.91","Reprovado"
1661,"Aluno 333","Matéria 3","Professor 3","2025-03-13","Difícil","51.50","Reprovado"
1662,"Aluno 333","Matéria 7","Professor 2","2025-03-13","Médio","40.20","Reprovado"
1663,"Aluno 333","Matéria 10","Professor 3","2025-03-13","Médio","12.80","Reprovado"
1664,"Aluno 333","Matéria 8","Professor 2","2025-03-13","Fácil","93.34","Aprovado"
1665,"Aluno 333","Matéria 6","Professor 6","2025-03-13","Difícil","11.42","Reprovado"
1666,"Aluno 334","Matéria 7","Professor 9","2025-03-13","Difícil","52.54","Reprovado"
1667,"Aluno 334","Matéria 8","Professor 10","2025-03-13","Difícil","81.00","Aprovado"
1668,"Aluno 334","Matéria 5","Professor 6","2025-03-13","Fácil","52.19","Reprovado"
1669,"Aluno 334","Matéria 6","Professor 3","2025-03-13","Difícil","27.03","Reprovado"
1670,"Aluno 334","Matéria 3","Professor 3","2025-03-13","Fácil","3.13","Reprovado"
1671,"Aluno 335","Matéria 3","Professor 9","2025-03-13","Fácil","26.62","Reprovado"
1672,"Aluno 335","Matéria 8","Professor 7","2025-03-13","Fácil","72.00","Aprovado"
1673,"Aluno 335","Matéria 3","Professor 4","2025-03-13","Médio","96.74","Aprovado"
1674,"Aluno 335","Matéria 6","Professor 2","2025-03-13","Fácil","51.39","Reprovado"
1675,"Aluno 335","Matéria 8","Professor 4","2025-03-13","Difícil","30.12","Reprovado"
1676,"Aluno 336","Matéria 9","Professor 2","2025-03-13","Difícil","31.99","Reprovado"
1677,"Aluno 336","Matéria 8","Professor 4","2025-03-13","Fácil","83.12","Aprovado"
1678,"Aluno 336","Matéria 1","Professor 1","2025-03-13","Fácil","10.10","Reprovado"
